,cluster_id,cluster_title,verb_list,actual_data_list,member_lemma
543,543,prefabricate,['prefabricate' 'preassemble'],[['prefabricate' '1']],['prefabricate']
544,544,preview,['preview'],[['preview' '1']],['preview']
545,545,prim,['prim' 'prim_out' 'prim_up'],[['prim' '145']],['prim']
546,546,prime,['prime' 'undercoat' 'ground'],[['prime' '1']],['prime']
547,547,print,['print' 'publish' 'impress'],[['print' '13']],['print']
548,548,prioritize,['prioritize' 'prioritise'],"[['prioritise' '40']
 ['prioritize' '143']]",['prioritise' 'prioritize']
549,549,process,"['serve' 'work_on' 'work' 'march' 'process' 'treat' 'swear_out' 'action'
 'litigate' 'sue']",[['process' '12']],['process']
550,550,procure,['pander' 'procure' 'secure' 'pimp'],[['procure' '1']],['procure']
551,551,profile,['profile'],[['profile' '42']],['profile']
552,552,program,['program' 'programme'],[['program' '2']],['program']
553,553,proliferate,['proliferate'],[['proliferate' '9']],['proliferate']
554,554,protect,['protect'],[['protect' '423']],['protect']
555,555,pulse,['pulse' 'pulsate' 'throb'],[['pulse' '7']],['pulse']
556,556,pump,['pump'],[['pump' '1']],['pump']
557,557,purchase,['purchase' 'buy'],[['purchase' '6']],['purchase']
558,558,purify,['make_pure' 'sublimate' 'distill' 'purge' 'sanctify' 'purify'],[['purify' '22']],['purify']
559,559,quadruple,['quadruple'],[['quadruple' '1']],['quadruple']
560,560,quantize,['quantize' 'quantise'],[['quantize' '1']],['quantize']
561,561,quarantine,['quarantine'],[['quarantine' '9']],['quarantine']
562,562,query,['query' 'question'],[['query' '11']],['query']
563,563,randomize,['randomize' 'randomise'],"[['randomise' '101']
 ['randomize' '262']]",['randomise' 'randomize']
564,564,rat,"['betray' 'stag' 'rat' 'sleuth' 'spy' 'tell_on' 'give_away' 'grass'
 'denounce' 'blackleg' 'snitch' 'scab' 'fink' 'shop' 'snoop' 'shit']","[['rat' '9']
 ['stag' '3']]",['rat' 'stag']
565,565,ration,['ration' 'ration_out'],[['ration' '1']],['ration']
566,566,reactivate,['reactivate'],[['reactivate' '4']],['reactivate']
567,567,reaffirm,['reaffirm'],[['reaffirm' '3']],['reaffirm']
568,568,reappear,['reappear' 're-emerge'],[['reappear' '2']],['reappear']
569,569,reassess,['reevaluate' 'reassess'],"[['reassess' '3']
 ['reevaluate' '2']]",['reassess' 'reevaluate']
570,570,retrieve,"['guess' 'come_back' 'reckon' 'withdraw' 'recover' 'mean' 'intend'
 'conceive' 'opine' 'retrieve' 'think' 'consider' 'imagine' 'return'
 'find' 'echo' 'hark_back' 'cogitate' 'call_back' 'remember' 'regain'
 'call_up' 'recollect' 'call_in' 'believe' 'suppose' 'recall' 'cerebrate']","[['recall' '35']
 ['retrieve' '42']
 ['think' '28']]",['recall' 'retrieve' 'think']
571,571,recapitulate,['reprize' 'recapitulate' 'repeat' 'recap' 'reprise'],[['recapitulate' '8']],['recapitulate']
572,572,recombine,['recombine'],[['recombine' '1']],['recombine']
573,573,reconsider,['reconsider'],[['reconsider' '1']],['reconsider']
574,574,reconstitute,['restructure' 'reconstitute'],[['reconstitute' '2']],['reconstitute']
575,575,recur,['repeat' 'fall_back' 'go_back' 'recur' 'resort'],[['recur' '8']],['recur']
576,576,redefine,['redefine'],[['redefine' '3']],['redefine']
577,577,redeploy,['redeploy'],[['redeploy' '2']],['redeploy']
578,578,redesign,['redesign'],[['redesign' '1']],['redesign']
579,579,redevelop,['redevelop' 'reformulate'],[['redevelop' '1']],['redevelop']
580,580,redirect,['redirect' 'airt'],[['redirect' '6']],['redirect']
581,581,redistribute,['redistribute'],[['redistribute' '1']],['redistribute']
582,582,redo,"['remake' 'make_over' 'reconstruct' 'remodel' 'reforge' 'recast'
 'refashion' 'redo']","[['redo' '1']
 ['remodel' '1']]",['redo' 'remodel']
583,583,redouble,['redouble'],[['redouble' '2']],['redouble']
584,584,reflect,"['hypothesise' 'theorise' 'ponder' 'ruminate' 'contemplate' 'reflect'
 'hypothesize' 'muse' 'job' 'shine' 'mull' 'theorize' 'hypothecate'
 'reverberate' 'speculate' 'conjecture' 'meditate' 'think_over'
 'excogitate' 'mull_over' 'suppose' 'chew_over']","[['reflect' '97']
 ['speculate' '18']]",['reflect' 'speculate']
585,585,reform,"['regenerate' 'reform' 'reclaim' 'straighten_out' 'rectify'
 'see_the_light']",[['reform' '1']],['reform']
586,586,relapse,"['return' 'fall_back' 'retrogress' 'retrovert' 'regress' 'recidivate'
 'get_worse' 'turn_back' 'relapse' 'retrograde' 'revert' 'lapse']","[['regress' '2']
 ['relapse' '37']]",['regress' 'relapse']
587,587,reignite,['reignite'],[['reignite' '1']],['reignite']
588,588,reimburse,['recoup' 'reimburse'],[['reimburse' '2']],['reimburse']
589,589,reinforce,['reward' 'reenforce' 'reinforce'],[['reinforce' '20']],['reinforce']
590,590,repeat,"['restate' 'reduplicate' 'recapitulate' 'ingeminate' 'reprise' 'retell'
 'iterate' 'echo' 'duplicate' 'replicate' 'repeat' 'reprize' 'recur'
 'take_over' 'double' 'reiterate']","[['reiterate' '3']
 ['repeat' '88']]",['reiterate' 'repeat']
591,591,rejuvenate,['regenerate' 'restore' 'rejuvenate'],[['rejuvenate' '1']],['rejuvenate']
592,592,renew,['regenerate' 'reincarnate' 'renew'],[['renew' '4']],['renew']
593,593,reopen,['reopen'],[['reopen' '7']],['reopen']
594,594,replace,"['sub' 'put_back' 'supersede' 'interchange' 'substitute' 'supercede'
 'deputize' 'stand_in' 'replace' 'supplant' 'exchange' 'deputise'
 'fill_in' 'step_in' 'supervene_upon']","[['replace' '18']
 ['substitute' '2']
 ['supersede' '1']
 ['supplant' '3']]",['replace' 'substitute' 'supersede' 'supplant']
595,595,reposition,['dislodge' 'shift' 'reposition'],[['reposition' '1']],['reposition']
596,596,reprieve,['respite' 'reprieve'],[['reprieve' '1']],['reprieve']
597,597,reproduce,['regurgitate' 'multiply' 'procreate' 'reproduce'],[['reproduce' '4']],['reproduce']
598,598,request,['bespeak' 'call_for' 'quest' 'request'],[['request' '7']],['request']
599,599,resect,['resect' 'eviscerate'],[['resect' '7']],['resect']
600,600,resemble,['resemble'],[['resemble' '12']],['resemble']
601,601,resume,['take_up' 'restart' 'summarise' 'summarize' 're-start' 'sum_up' 'resume'],"[['restart' '3']
 ['resume' '6']]",['restart' 'resume']
602,602,resurge,['resurge'],[['resurge' '4']],['resurge']
603,603,resuspend,['resuspend'],[['resuspend' '1']],['resuspend']
604,604,vomit,"['upchuck' 'heave' 'barf' 'sick' 'throw_up' 'honk' 'vomit_up' 'regorge'
 'gag' 'retch' 'purge' 'cast' 'disgorge' 'be_sick' 'cat' 'spue' 'spew'
 'puke' 'regurgitate' 'vomit' 'chuck']","[['retch' '2']
 ['vomit' '21']]",['retch' 'vomit']
605,605,review,"['retrospect' 'survey' 'brush_up' 'reexamine' 'critique' 'look_back'
 'go_over' 'refresh' 'review']",[['review' '183']],['review']
606,606,revise,['revise' 'retool'],[['revise' '11']],['revise']
607,607,ripple,"['undulate' 'babble' 'burble' 'riffle' 'bubble' 'cockle' 'ripple' 'ruffle'
 'gurgle' 'guggle']",[['ripple' '1']],['ripple']
608,608,risk,"['put_on_the_line' 'run_a_risk' 'lay_on_the_line' 'gamble' 'take_chances'
 'risk' 'hazard' 'take_a_chance' 'chance' 'adventure']",[['risk' '20']],['risk']
609,609,round,"['flesh_out' 'snipe' 'polish' 'labialise' 'attack' 'round_down'
 'round_out' 'lash_out' 'assault' 'round' 'round_off' 'assail' 'fill_out'
 'polish_up' 'labialize' 'brush_up']",[['round' '4']],['round']
610,610,rout,"['spread-eagle' 'spreadeagle' 'expel' 'rout' 'root' 'gouge' 'rout_out'
 'rootle']",[['rout' '1']],['rout']
611,611,route,['route'],[['route' '4']],['route']
612,612,sample,['taste' 'try_out' 'sample' 'try'],[['sample' '78']],['sample']
613,613,sanitize,['sanitize' 'hygienize' 'hygienise' 'sanitise'],[['sanitize' '1']],['sanitize']
614,614,see,"['project' 'witness' 'catch' 'run_across' 'visualize' 'check' 'reckon'
 'examine' 'determine' 'pick_up' 'get_a_line' 'saw' 'envision' 'look_at'
 'picture' 'understand' 'discover' 'encounter' 'find_out' 'take_in'
 'take_care' 'come_across' 'insure' 'visualise' 'watch' 'hear' 'consider'
 'ensure' 'image' 'go_through' 'see_to_it' 'date' 'find' 'interpret'
 'go_steady' 'ascertain' 'visit' 'fancy' 'realise' 'attend' 'look'
 'construe' 'meet' 'get_wind' 'escort' 'go_out' 'view' 'realize' 'control'
 'run_into' 'regard' 'assure' 'get_word' 'experience' 'see' 'figure'
 'learn']","[['saw' '8']
 ['see' '461']
 ['view' '10']]",['saw' 'see' 'view']
615,615,scale,['descale' 'scale' 'surmount'],[['scale' '5']],['scale']
616,616,schedule,['schedule'],[['schedule' '39']],['schedule']
617,617,scheme,['scheme' 'intrigue' 'connive'],[['scheme' '1']],['scheme']
618,618,screen,['shield' 'test' 'sieve' 'screen_out' 'screen' 'block_out' 'sort' 'riddle'],[['screen' '320']],['screen']
619,619,scribe,['scribe'],[['scribe' '1']],['scribe']
620,620,seal,['varnish' 'seal_off' 'seal'],[['seal' '1']],['seal']
621,621,sow,['seed' 'inseminate' 'sow_in' 'sow'],"[['seed' '5']
 ['sow' '13']]",['seed' 'sow']
622,622,segregate,['segregate'],[['segregate' '1']],['segregate']
623,623,sensitize,['sensibilise' 'sensify' 'sensitize' 'sensibilize' 'sensitise'],[['sensitize' '8']],['sensitize']
624,624,sequence,['sequence'],[['sequence' '176']],['sequence']
625,625,shake,"['agitate' 'stir' 'escape_from' 'sway' 'shake' 'shake_off' 'throw_off'
 'stimulate' 'excite' 'didder' 'rock' 'judder' 'shake_up']",[['shake' '1']],['shake']
626,626,shiver,['thrill' 'throb' 'shudder' 'shiver'],[['shiver' '3']],['shiver']
627,627,shortlist,['shortlist'],[['shortlist' '1']],['shortlist']
628,628,side,['side'],[['side' '10']],['side']
629,629,silence,['shut_up' 'silence' 'quieten' 'hush_up' 'still' 'hush'],[['silence' '1']],['silence']
630,630,simplify,['simplify'],[['simplify' '3']],['simplify']
631,631,skew,['skew'],[['skew' '7']],['skew']
632,632,slap,['slap'],[['slap' '1']],['slap']
633,633,slaughter,['massacre' 'slaughter' 'butcher' 'mow_down'],[['slaughter' '5']],['slaughter']
634,634,sleep,"['kip' '""log_Zs""' '""catch_some_Zs""' 'sleep' 'slumber']",[['sleep' '5']],['sleep']
635,635,slow,['slow_down' 'decelerate' 'slack' 'slow_up' 'slacken' 'slow' 'retard'],[['slow' '19']],['slow']
636,636,smoke,['fume' 'smoke'],[['smoke' '40']],['smoke']
637,637,smolder,['smolder' 'smoulder'],"[['smolder' '5']
 ['smoulder' '3']]",['smolder' 'smoulder']
638,638,smooth,['polish' 'shine' 'smooth' 'smooth_out' 'smoothen'],[['smooth' '1']],['smooth']
639,639,sneeze,['sneeze'],[['sneeze' '4']],['sneeze']
640,640,surge,"['soar_upwards' 'scend' 'heave' 'soar_up' 'hang_glide' 'zoom' 'sailplane'
 'tide' 'billow' 'surge' 'soar']","[['soar' '1']
 ['surge' '10']
 ['tide' '1']]",['soar' 'surge' 'tide']
641,641,solicit,['woo' 'hook' 'solicit' 'court' 'romance' 'accost' 'tap' 'beg'],[['solicit' '87']],['solicit']
642,642,solidify,['solidify'],[['solidify' '3']],['solidify']
643,643,source,['source'],[['source' '12']],['source']
644,644,space,['space'],[['space' '21']],['space']
645,645,spar,['spar'],[['spar' '14']],['spar']
646,646,speckle,['bespeckle' 'speckle' 'stipple'],[['speckle' '1']],['speckle']
647,647,sponsor,['shop_at' 'shop' 'patronize' 'patronise' 'frequent' 'sponsor' 'buy_at'],[['sponsor' '19']],['sponsor']
648,648,sporulate,['sporulate'],[['sporulate' '2']],['sporulate']
649,649,spur,['goad' 'spur'],[['spur' '1']],['spur']
650,650,square,['square_up' 'square' 'feather'],[['square' '10']],['square']
651,651,stabilize,['steady' 'brace' 'stabilize' 'stabilise'],"[['stabilise' '9']
 ['stabilize' '62']]",['stabilise' 'stabilize']
652,652,staff,['staff'],[['staff' '5']],['staff']
653,653,stagnate,['laze' 'stagnate' 'slug' 'idle'],[['stagnate' '3']],['stagnate']
654,654,stain,['defile' 'sully' 'maculate' 'stain' 'tarnish'],[['stain' '20']],['stain']
655,655,standardize,['standardise' 'standardize'],"[['standardise' '22']
 ['standardize' '42']]",['standardise' 'standardize']
656,656,step,['maltreat' 'ill-treat' 'tread' 'step' 'pace' 'mistreat' 'ill-use' 'abuse'],[['step' '2']],['step']
657,657,store,"['stash_away' 'hive_away' 'store' 'salt_away' 'stack_away' 'put_in'
 'lay_in']",[['store' '27']],['store']
658,658,strand,['maroon' 'ground' 'run_aground' 'strand'],[['strand' '4']],['strand']
659,659,stratify,['stratify'],[['stratify' '138']],['stratify']
660,660,streamline,['streamline'],[['streamline' '2']],['streamline']
661,661,strengthen,['strengthen' 'beef_up' 'tone' 'tone_up' 'fortify'],[['strengthen' '20']],['strengthen']
662,662,structure,['structure'],[['structure' '13']],['structure']
663,663,stunt,['stunt'],[['stunt' '2']],['stunt']
664,664,subdivide,['subdivide'],[['subdivide' '3']],['subdivide']
665,665,subject,['subjugate' 'submit' 'subject'],[['subject' '34']],['subject']
666,666,subtract,['subtract' 'take_off' 'deduct'],[['subtract' '2']],['subtract']
667,667,succumb,['yield' 'knuckle_under' 'buckle_under' 'give_in' 'succumb'],[['succumb' '12']],['succumb']
668,668,superimpose,['superpose' 'lay_over' 'superimpose'],[['superimpose' '2']],['superimpose']
669,669,surprise,['storm' 'surprise'],[['surprise' '1']],['surprise']
670,670,suspect,['suspect' 'distrust' 'mistrust' 'surmise'],[['suspect' '172']],['suspect']
671,671,swab,['swob' 'swab' 'dab'],[['swab' '10']],['swab']
672,672,sweat,['sweat' 'perspire' 'sudate'],[['sweat' '4']],['sweat']
673,673,swell,"['tumefy' 'swell' 'tumesce' 'swell_up' 'puff_up' 'well' 'intumesce'
 'well_up']",[['swell' '60']],['swell']
674,674,synchronize,['contemporise' 'synchronize' 'synchronise' 'sync' 'contemporize'],[['synchronize' '3']],['synchronize']
675,675,synthesize,['synthesise' 'synthesize'],"[['synthesise' '2']
 ['synthesize' '9']]",['synthesise' 'synthesize']
676,676,term,['term'],[['term' '24']],['term']
677,677,tether,['tether'],[['tether' '3']],['tether']
678,678,thaw,['unfreeze' 'unthaw' 'melt' 'dissolve' 'dethaw' 'thaw'],[['thaw' '5']],['thaw']
679,679,thicken,['thicken' 'inspissate'],[['thicken' '1']],['thicken']
680,680,tile,['tile'],[['tile' '1']],['tile']
681,681,time,['clock' 'time'],[['time' '41']],['time']
682,682,tingle,['tingle' 'prickle'],[['tingle' '1']],['tingle']
683,683,titrate,['titrate'],[['titrate' '6']],['titrate']
684,684,tool,['tool_around' 'tool' 'joyride'],[['tool' '1']],['tool']
685,685,traffic,['traffic'],[['traffic' '3']],['traffic']
686,686,transduce,['transduce'],[['transduce' '2']],['transduce']
687,687,transform,['transform' 'metamorphose' 'translate' 'transubstantiate' 'transmute'],[['transform' '8']],['transform']
688,688,transition,['transition'],[['transition' '4']],['transition']
689,689,triple,['triple' 'treble'],[['triple' '2']],['triple']
690,690,triplicate,['triplicate'],[['triplicate' '1']],['triplicate']
691,691,truncate,['cut_short' 'truncate'],[['truncate' '6']],['truncate']
692,692,tune,['tune' 'tune_up'],[['tune' '7']],['tune']
693,693,type,['typecast' 'type' 'typewrite'],[['type' '10']],['type']
694,694,underestimate,['undervalue' 'underestimate' 'lowball' 'underrate'],[['underestimate' '15']],['underestimate']
695,695,undergo,['undergo'],[['undergo' '172']],['undergo']
696,696,underlie,['underlie'],[['underlie' '242']],['underlie']
697,697,underperform,['underperform' 'underachieve'],[['underperform' '1']],['underperform']
698,698,unmask,['unmask' 'uncloak'],[['unmask' '1']],['unmask']
699,699,update,['update'],[['update' '71']],['update']
700,700,upstage,['upstage'],[['upstage' '2']],['upstage']
701,701,ventilate,['give_vent' 'ventilate' 'vent' 'air' 'air_out'],[['ventilate' '5']],['ventilate']
702,702,verse,['poetize' 'versify' 'verse' 'poetise'],[['verse' '1']],['verse']
703,703,vet,['vet'],[['vet' '1']],['vet']
704,704,vote,['vote'],[['vote' '1']],['vote']
705,705,walk,['take_the_air' 'walk'],[['walk' '2']],['walk']
706,706,wan,['wan'],[['wan' '289']],['wan']
707,707,wean,['wean' 'ablactate'],[['wean' '7']],['wean']
708,708,weaponize,['weaponize'],[['weaponize' '1']],['weaponize']
709,709,web,['web' 'net'],[['web' '2']],['web']
710,710,welt,['whip' 'trounce' 'welt' 'flog' 'lash' 'slash' 'strap' 'lather'],[['welt' '1']],['welt']
711,711,wheeze,['wheeze'],[['wheeze' '8']],['wheeze']
712,712,whoop,['hack' 'whoop'],[['whoop' '1']],['whoop']
713,713,withhold,['keep_back' 'recoup' 'deduct' 'withhold'],[['withhold' '4']],['withhold']
714,714,worship,['worship' 'revere' 'idolize' 'hero-worship' 'idolise'],[['worship' '1']],['worship']
715,715,yellow,['yellow'],[['yellow' '1']],['yellow']
716,716,zero,['zero_in' 'zero'],[['zero' '1']],['zero']
