,Lemmatized Verb,Frequency,Synset,Status
1025,figure,3,"['enter' 'fancy' 'cypher' 'reckon' 'picture' 'project' 'visualise'
 'count_on' 'visualize' 'work_out' 'cipher' 'envision' 'estimate'
 'compute' 'see' 'figure' 'forecast' 'image' 'calculate']",valid
1026,fiji,3,,invalid
1027,file,6,['lodge' 'file_away' 'charge' 'register' 'file'],valid
1028,fill,20,"['fulfill' 'fill_up' 'make_full' 'fulfil' 'sate' 'take' 'fill' 'satisfy'
 'meet' 'satiate' 'replete' 'occupy']",valid
1029,filter,2,"['filter' 'filter_out' 'sink_in' 'strain' 'filtrate' 'permeate' 'dribble'
 'separate_out' 'trickle' 'percolate']",valid
1030,finalize,1,['nail_down' 'finalise' 'finalize' 'settle'],valid
1031,finance,3,['finance'],valid
1032,find,1156,"['find_oneself' 'come_up' 'discover' 'find_out' 'determine' 'ascertain'
 'witness' 'encounter' 'notice' 'happen' 'retrieve' 'get_hold' 'incur'
 'observe' 'rule' 'feel' 'obtain' 'bump' 'chance' 'recover' 'see'
 'receive' 'detect' 'regain' 'find' 'get' 'line_up']",valid
1033,findingsby,1,,invalid
1034,findingsneutralizing,1,,invalid
1035,findingsof,2,,invalid
1036,fingerstick,7,,invalid
1037,finish,3,"['end' 'wind_up' 'complete' 'end_up' 'finish' 'land_up' 'terminate'
 'finish_up' 'eat_up' 'polish_off' 'stop' 'cease' 'fetch_up']",valid
1038,finite,1,,invalid
1039,fit,21,"['tally' 'gibe' 'outfit' 'meet' 'fit_out' 'fit' 'correspond' 'jibe' 'suit'
 'check' 'go' 'equip' 'agree' 'accommodate' 'conform_to' 'match']",valid
1040,fix,38,"['define' 'furbish_up' 'restore' 'secure' 'ready' 'desexualise'
 'determine' 'repair' 'doctor' 'sterilise' 'desexualize' 'gear_up' 'unsex'
 'desex' 'set_up' 'cook' 'get' 'situate' 'mend' 'sterilize' 'posit' 'make'
 'touch_on' 'fix' 'pay_off' 'specify' 'pay_back' 'deposit' 'limit' 'set'
 'prepare' 'fixate' 'fasten' 'bushel']",valid
1041,fixate,1,['fixate' 'fix' 'settle_on'],valid
1042,flab,4,,invalid
1043,flare,23,"['burst_out' 'flame' 'erupt' 'flare' 'burn_up' 'flame_up' 'break_open'
 'flare_up' 'blaze_up' 'irrupt' 'flare_out']",valid
1044,flay,1,['flay'],valid
1045,float,1,['swim' 'be_adrift' 'blow' 'drift' 'float'],valid
1046,floor,4,"['shock' 'take_aback' 'floor' 'coldcock' 'deck' 'dump'
 'blow_out_of_the_water' 'ball_over' 'knock_down']",valid
1047,flow,31,['hang' 'menstruate' 'feed' 'flux' 'flow' 'fall' 'course' 'run'],valid
1048,fluctuate,2,['fluctuate' 'vacillate' 'waver'],valid
1049,flush,7,"['crimson' 'redden' 'blush' 'sluice' 'purge' 'level' 'even_out' 'even'
 'scour' 'flush']",valid
1050,focus,114,"['center' 'concenter' 'focus' 'focalise' 'concentre' 'sharpen'
 'concentrate' 'rivet' 'centre' 'pore' 'focalize']",valid
1051,fog,1,['fog' 'becloud' 'mist' 'obnubilate' 'cloud' 'befog' 'haze_over' 'obscure'],valid
1052,fold,211,"['shut_down' 'fold' 'turn_up' 'close_down' 'pen_up' 'close' 'fold_up'
 'close_up']",valid
1053,follow,2663,"['follow' 'succeed' 'keep_abreast' 'watch' 'travel_along' 'watch_over'
 'abide_by' 'postdate' 'accompany' 'come_after' 'fall_out' 'pursue'
 'survey' 'keep_up' 'be' 'comply' 'observe' 'take_after' 'keep_an_eye_on'
 'come' 'stick_to' 'play_along' 'adopt' 'trace' 'stick_with' 'espouse'
 'surveil' 'conform_to']",valid
1054,force,7,"['drive' 'squeeze' 'push' 'impel' 'draw' 'ram' 'pressure' 'coerce' 'wedge'
 'thrust' 'pull' 'force' 'hale' 'storm']",valid
1055,forecast,1,"['estimate' 'betoken' 'augur' 'figure' 'forecast' 'count_on' 'auspicate'
 'predict' 'prognosticate' 'omen' 'foretell' 'prefigure' 'bode' 'reckon'
 'calculate' 'foreshadow' 'portend' 'presage']",valid
1056,forefront,1,,invalid
1057,foresee,1,"['anticipate' 'foresee' 'counter' 'forestall' 'previse' 'envision'
 'foreknow']",valid
1058,form,47,"['spring' 'shape' 'mold' 'work' 'constitute' 'organise' 'take_form'
 'forge' 'mould' 'imprint' 'organize' 'form' 'make' 'take_shape']",valid
1059,formalize,1,['formalise' 'formalize' 'validate'],valid
1060,formulate,61,"['develop' 'contrive' 'articulate' 'phrase' 'word' 'devise' 'formulate'
 'invent' 'forge' 'explicate' 'excogitate' 'give_voice']",valid
1061,fortress,1,,invalid
1062,fossa,1,,invalid
1063,foster,1,['nurture' 'foster' 'further'],valid
1064,found,5,"['find_oneself' 'come_up' 'discover' 'find_out' 'establish' 'determine'
 'ascertain' 'witness' 'encounter' 'notice' 'happen' 'base' 'plant'
 'retrieve' 'launch' 'set_up' 'get_hold' 'incur' 'observe' 'rule' 'feel'
 'obtain' 'bump' 'constitute' 'institute' 'chance' 'recover' 'see' 'found'
 'receive' 'detect' 'regain' 'find' 'ground' 'get' 'line_up']",valid
1065,fracture,4,['fracture' 'break'],valid
1066,fragment,2,['break_up' 'fragmentize' 'fragment' 'fragmentise'],valid
1067,frame,1,"['set_up' 'frame_up' 'frame' 'entrap' 'redact' 'couch' 'compose' 'ensnare'
 'draw_up' 'cast' 'border' 'frame_in' 'put']",valid
1068,freeze,3,"['immobilise' 'suspend' 'freeze' 'freeze_out' 'stop_dead' 'freeze_down'
 'block' 'immobilize']",valid
1069,frnt,4,,invalid
1070,fuel,5,['fire' 'fuel'],valid
1071,fulfil,19,"['fulfill' 'fulfil' 'satisfy' 'fill' 'meet' 'execute' 'action' 'carry_out'
 'live_up_to' 'accomplish' 'carry_through']",valid
1072,fumarate,1,,invalid
1073,function,13,['serve' 'officiate' 'operate' 'work' 'function' 'go' 'run'],valid
1074,fund,106,['fund'],valid
1075,fundingcompeting,1,,invalid
1076,fundus,1,,invalid
1077,funnel,1,['funnel'],valid
1078,fuse,9,"['commingle' 'fuse' 'coalesce' 'combine' 'mix' 'conflate' 'meld' 'flux'
 'merge' 'immix' 'blend']",valid
1079,fvg,2,,invalid
1080,g1p,3,,invalid
1081,g9p,1,,invalid
1082,gain,18,"['put_on' 'gather' 'get_ahead' 'clear' 'reach' 'acquire' 'derive'
 'gain_ground' 'pull_in' 'bring_in' 'realize' 'earn' 'realise' 'benefit'
 'advance' 'take_in' 'gain' 'make_headway' 'pull_ahead' 'make' 'arrive_at'
 'hit' 'profit' 'attain' 'win']",valid
1083,galli,1,,invalid
1084,gamechanger,1,,invalid
1085,garner,2,['earn' 'pull_together' 'gather' 'collect' 'garner'],valid
1086,gather,23,"['pull_together' 'conglomerate' 'pile_up' 'amass' 'meet' 'assemble' 'tuck'
 'get_together' 'pucker' 'gather' 'collect' 'gain' 'forgather'
 'foregather' 'accumulate' 'cumulate' 'garner']",valid
1087,gauge,3,['estimate' 'judge' 'approximate' 'guess' 'gauge'],valid
1088,gavaged,8,,invalid
1089,gb,3,,invalid
1090,gc,17,,invalid
1091,generalizable,4,,invalid
1092,generalize,29,"['extrapolate' 'vulgarise' 'popularize' 'generalise' 'vulgarize'
 'popularise' 'infer' 'generalize']",valid
1093,generate,297,"['yield' 'give' 'return' 'father' 'bring_forth' 'render' 'sire' 'mother'
 'engender' 'get' 'generate' 'beget']",valid
1094,genomes,8,,invalid
1095,genotyped,7,,invalid
1096,genotypes,1,,invalid
1097,genotyping,12,,invalid
1098,genzyme,1,,invalid
1099,germline,1,,invalid
1100,gesundheitsforschung,1,,invalid
1101,get,68,"['develop' 'get_down' 'have' 'suffer' 'pose' 'perplex' 'generate'
 'capture' 'dumbfound' 'sire' 'beat' ""get_under_one's_skin"" 'vex' 'induce'
 'bring_forth' 'acquire' 'gravel' 'stimulate' 'convey' 'bugger_off'
 'arrive' 'stupefy' 'bring' 'become' 'mystify' 'go' 'set_out' 'drive'
 'buzz_off' 'nonplus' 'amaze' 'draw' 'father' 'incur' 'catch' 'fuck_off'
 'bewilder' 'commence' 'sustain' 'cause' 'arrest' 'produce' 'obtain'
 'mother' 'experience' 'baffle' 'engender' 'make' 'start_out' 'come'
 'contract' 'fix' 'pay_off' 'stick' 'pay_back' 'puzzle' 'aim' 'grow'
 'flummox' 'begin' 'receive' 'set_about' 'start' 'take' 'find' 'let' 'get'
 'fetch' 'scram' 'beget']",valid
1102,gisaid,4,,invalid
1103,give,477,"['chip_in' 'break' 'hand' 'have' 'return' 'give_way' 'commit' 'hold'
 'establish' 'pass' 'reach' 'pay' 'open' 'apply' 'impart' 'afford'
 'consecrate' 'yield' 'give' 'contribute' 'throw' 'render' 'cave_in'
 'grant' 'devote' 'make' 'fall_in' 'founder' 'gift' 'kick_in' 'dedicate'
 'ease_up' 'present' 'feed' 'turn_over' 'sacrifice' 'move_over' 'pass_on'
 'collapse' 'leave' 'generate']",valid
1104,glutamate,1,,invalid
1105,glycated,1,,invalid
1106,glycoprotein,2,,invalid
1107,glycoproteinÃÂÂbased,1,,invalid
1108,glycosylated,2,,invalid
1109,gmfi,1,,invalid
1110,go,45,"['break' 'blend_in' 'give_way' 'conk_out' 'fit' 'work' 'lead' 'expire'
 'drop_dead' 'pass' 'live_on' 'die' 'exit' 'kick_the_bucket'
 ""cash_in_one's_chips"" 'pass_away' 'depart' 'croak' 'last' 'travel'
 'get_going' 'become' 'go' 'choke' 'extend' 'go_away' 'locomote' 'endure'
 'snuff_it' 'rifle' 'run_short' 'move' 'plump' 'operate' 'survive' 'sound'
 'go_bad' 'buy_the_farm' 'conk' 'fail' 'run' 'live' 'give_out' 'belong'
 'hold_out' 'blend' 'give-up_the_ghost' 'start' 'decease' 'run_low'
 'function' 'hold_up' 'break_down' 'get' 'proceed' 'perish' 'pop_off']",valid
1111,goldfish,3,,invalid
1112,govern,2,['order' 'regularise' 'rule' 'govern' 'regularize' 'regulate'],valid
1113,gpiibiiia,2,,invalid
1114,grade,20,['order' 'rate' 'score' 'grade' 'rank' 'mark' 'range' 'place'],valid
1115,grademoderate,3,,invalid
1116,grainge,2,,invalid
1117,grant,20,"['yield' 'give' 'accord' 'allow' 'award' 'allot' 'concede' 'deed_over'
 'cede' 'grant']",valid
1118,grantfunding,7,,invalid
1119,granzyme,1,,invalid
1120,graze,1,['graze' 'pasture' 'crop' 'range' 'rake' 'browse' 'crease'],valid
1121,grind,1,"['fag' 'comminute' 'moil' 'labour' 'craunch' 'toil' 'dig' 'travail'
 'drudge' 'mash' 'grind' 'cranch' 'crunch' 'labor' 'grate' 'bray']",valid
1122,group,14,['aggroup' 'group'],valid
1123,grow,72,"['develop' 'rise' 'spring_up' 'raise' 'farm' 'acquire' 'grow' 'originate'
 'turn' 'produce' 'maturate' 'mature' 'get' 'arise' 'uprise']",valid
1124,grunt,1,['grunt'],valid
1125,grÃÂnde,1,,invalid
1126,guarantee,2,"['guarantee' 'ensure' 'insure' 'warrant' 'vouch' 'secure' 'undertake'
 'assure']",valid
1127,guerinÃÂÃÂÃÂvaccinated,3,,invalid
1128,guide,92,"['channelise' 'draw' 'manoeuver' 'point' 'guide' 'channelize' 'conduct'
 'head' 'lead' 'manoeuvre' 'maneuver' 'guide_on' 'take' 'steer' 'pass'
 'direct' 'run']",valid
1129,guidepoint,1,,invalid
1130,gut,2,['gut'],valid
1131,gyra,1,,invalid
1132,hacure,1,,invalid
1133,hail,1,['herald' 'acclaim' 'hail' 'come'],valid
1134,halt,4,['staunch' 'stem' 'arrest' 'kibosh' 'hold' 'stop' 'stanch' 'block' 'halt'],valid
1135,halve,3,['halve'],valid
1136,hamper,23,['handicap' 'strangle' 'hinder' 'cramp' 'halter' 'hamper'],valid
1137,handle,2,"['cover' 'plow' 'address' 'palm' 'manage' 'treat' 'do_by' 'handle' 'deal'
 'care' 'wield']",valid
1138,handwash,3,['hand-wash' 'handwash'],valid
1139,happen,8,"['befall' 'come_about' 'pass_off' 'bechance' 'fall_out' 'materialise'
 'encounter' 'happen' 'occur' 'go_on' 'pass' 'bump' 'find' 'chance'
 'materialize' 'hap' 'take_place']",valid
1140,harbor,24,['shield' 'entertain' 'harbour' 'hold' 'nurse' 'harbor'],valid
1141,harbour,9,['shield' 'entertain' 'harbour' 'hold' 'nurse' 'harbor'],valid
1142,harm,3,['harm'],valid
1143,harmful,1,,invalid
1144,harmonize,3,"['concord' 'accord' 'harmonize' 'reconcile' 'harmonise' 'agree' 'chord'
 'consort' 'fit_in']",valid
1145,harness,1,['rein_in' 'harness' 'tackle' 'rule' 'rein' 'draw_rein'],valid
1146,harvest,3,['reap' 'harvest' 'glean'],valid
1147,hassen,1,,invalid
1148,hasten,2,"['pelt_along' 'festinate' 'induce' 'speed' 'hotfoot' 'expedite'
 'step_on_it' 'cannonball_along' 'hie' 'hasten' 'stimulate' 'bucket_along'
 'belt_along' 'hurry' 'race' 'rush_along' 'rush' 'look_sharp']",valid
1149,hbpub101034a,1,,invalid
1150,hbv,1,,invalid
1151,hcps,2,,invalid
1152,hcs,20,,invalid
1153,hct,10,,invalid
1154,hcv,5,,invalid
1155,headache,27,,invalid
1156,hear,2,"['see' 'try' 'get_a_line' 'get_word' 'hear' 'pick_up' 'learn' 'discover'
 'take_heed' 'find_out' 'get_wind' 'listen']",valid
1157,heighten,10,"['rise' 'raise' 'deepen' 'heighten' 'compound' 'sharpen' 'intensify'
 'enhance']",valid
1158,helocyte,1,,invalid
1159,help,62,['serve' 'facilitate' 'aid' 'assist' 'help' 'avail' 'help_oneself'],valid
1160,helpful,2,,invalid
1161,hemagglutinate,3,['hemagglutinate' 'haemagglutinate'],valid
1162,heminested,2,,invalid
1163,hemodialyzed,5,,invalid
1164,hemorrhagic,1,,invalid
1165,hep2,1,,invalid
1166,hepatocytes,1,,invalid
1167,her2,2,,invalid
1168,herald,2,['harbinger' 'annunciate' 'herald' 'announce' 'hail' 'acclaim' 'foretell'],valid
1169,herein,13,,invalid
1170,herring,1,,invalid
1171,heterodimer,1,,invalid
1172,heterophils,2,,invalid
1173,hfmd,9,,invalid
1174,hib,4,,invalid
1175,high,2,,invalid
1176,highlands,1,,invalid
1177,highlight,63,['play_up' 'highlight' 'foreground' 'spotlight'],valid
1178,highlightso_limore,1,,invalid
1179,hilum,2,,invalid
1180,hinder,10,"['obstruct' 'stymie' 'impede' 'blockade' 'embarrass' 'handicap' 'hinder'
 'block' 'stymy' 'hamper']",valid
1181,hinge,1,['hinge'],valid
1182,hint,10,['suggest' 'hint'],valid
1183,hit,30,"['stumble' 'shoot' 'strike' 'run_into' 'off' 'reach' 'murder'
 'collide_with' 'dispatch' 'come_to' 'gain' 'score' 'polish_off'
 'impinge_on' 'bump_off' 'make' 'rack_up' 'hit' 'tally' 'arrive_at'
 'attain' 'slay' 'remove' 'pip']",valid
1184,hiv-1,3,,invalid
1185,hku,1,,invalid
1186,hln,2,,invalid
1187,hold,42,"['keep' 'keep_back' 'retain' 'contain' 'have' 'confine' 'defy' 'entertain'
 'harbour' 'hold' 'maintain' 'nurse' 'go_for' 'accommodate' 'halt'
 'control' 'have_got' 'concur' 'book' 'support' 'concord' 'apply' 'curb'
 'take_for' 'hold_back' 'defend' 'give' 'moderate' 'prevail' 'oblige'
 'throw' 'sustain' 'reserve' 'arrest' 'admit' 'deem' 'obtain' 'carry'
 'obligate' 'restrain' 'check' 'make' 'withstand' 'bind' 'view_as' 'guard'
 'hold_in' 'hold_up' 'bear' 'take' 'agree' 'take_hold' 'harbor' 'declare'
 'adjudge']",valid
1188,home,9,['home'],valid
1189,hop,4,['skip' 'hop' 'hop-skip'],valid
1190,hope,5,['trust' 'hope' 'go_for' 'desire'],valid
1191,horizon,1,,invalid
1192,horn,1,['horn' 'tusk'],valid
1193,hospitalise,102,['hospitalize' 'hospitalise'],valid
1194,hospitalize,572,['hospitalize' 'hospitalise'],valid
1195,house,3,['domiciliate' 'put_up' 'house'],valid
1196,houselodging,1,,invalid
1197,hpmcp,1,,invalid
1198,hr0,1,,invalid
1199,hr067,1,,invalid
1200,humanise,1,['humanize' 'humanise'],valid
1201,humanize,6,['humanize' 'humanise'],valid
1202,hvtn,3,,invalid
1203,hyperphosphorylated,3,,invalid
1204,hypofibrinogenemia,1,,invalid
1205,hypothesise,4,"['speculate' 'suppose' 'conjecture' 'hypothesize' 'hypothecate' 'theorise'
 'theorize' 'hypothesise']",valid
1206,hypothesize,41,"['speculate' 'suppose' 'conjecture' 'hypothesize' 'hypothecate' 'theorise'
 'theorize' 'hypothesise']",valid
1207,hz,22,,invalid
1208,ibd,3,,invalid
1209,icam,2,,invalid
1210,iconquerms,1,,invalid
1211,icsrs,1,,invalid
1212,identify,1376,"['key_out' 'name' 'distinguish' 'identify' 'discover' 'key' 'describe'
 'place']",valid
1213,ifn-,13,,invalid
1214,ifnÃÂ³-producing,3,,invalid
1215,ifnÃÂ³-secreting,2,,invalid
1216,ifnÃÂ³ÃÂÂsecreting,1,,invalid
1217,ifnÃÂÃÂ³-producing,2,,invalid
1218,ifs,2,,invalid
1219,ifu,1,,invalid
1220,igg,4,,invalid
1221,iggsp,8,,invalid
1222,ignite,1,"['inflame' 'fire_up' 'erupt' 'take_fire' 'conflagrate' 'combust' 'stir_up'
 'ignite' 'heat' 'wake' 'light' 'catch_fire']",valid
1223,ignore,3,"['discount' 'snub' 'ignore' 'push_aside' 'cut' 'dismiss' 'brush_aside'
 'brush_off' 'disregard' 'neglect']",valid
1224,iia,9,,invalid
1225,iib,3,,invalid
1226,iii,7,,invalid
1227,iiia,4,,invalid
1228,il-1ÃÂ²,9,,invalid
1229,ild,4,,invalid
1230,illuminate,3,"['crystalize' 'crystalise' 'straighten_out' 'elucidate' 'illumine'
 'crystallize' 'crystallise' 'illume' 'illuminate' 'sort_out' 'enlighten'
 'shed_light_on' 'clear' 'light' 'light_up' 'clear_up']",valid
1231,illustrate,21,['illustrate' 'exemplify' 'instance'],valid
1232,image,78,"['visualise' 'see' 'figure' 'visualize' 'image' 'fancy' 'picture'
 'project' 'envision']",valid
1233,imbalanced,3,,invalid
1234,immigrate,1,['immigrate'],valid
1235,immobilize,4,['immobilise' 'freeze' 'immobilize' 'pin' 'block' 'trap'],valid
1236,immunemediated,1,,invalid
1237,immunerelated,1,,invalid
1238,immuneÃÂÂmediated,2,,invalid
1239,immuneÃÂÂmodulating,1,,invalid
1240,immunise,15,['vaccinate' 'immunise' 'inoculate' 'immunize'],valid
1241,immunityÃÂÂincluding,1,,invalid
1242,immunize,228,['vaccinate' 'immunise' 'inoculate' 'immunize'],valid
1243,immunoassays,44,,invalid
1244,immunobridged,1,,invalid
1245,immunobridging,2,,invalid
1246,immunocompromised,261,,invalid
1247,immunocompromising,25,,invalid
1248,immunoenhancing,1,,invalid
1249,immunofocused,1,,invalid
1250,immunome,1,,invalid
1251,immunomodulating,5,,invalid
1252,immunophenotyping,13,,invalid
1253,immunopotentiating,2,,invalid
1254,immunoprofiling,3,,invalid
1255,immunosequencing,3,,invalid
1256,immunosuppressed,16,,invalid
1257,impact,97,['bear_on' 'touch_on' 'touch' 'impact' 'bear_upon' 'affect'],valid
1258,impair,30,['impair' 'mar' 'deflower' 'spoil' 'vitiate'],valid
1259,impart,2,"['channel' 'give' 'bestow' 'add' 'contribute' 'transmit' 'convey' 'bring'
 'lend' 'carry' 'pass_on' 'impart' 'leave' 'conduct']",valid
1260,impede,10,"['occlude' 'jam' 'obstruct' 'impede' 'hinder' 'block' 'close_up'
 'obturate']",valid
1261,impend,2,['impend'],valid
1262,imperfect,2,,invalid
1263,impfung,4,,invalid
1264,implant,1,['engraft' 'embed' 'implant' 'imbed' 'plant'],valid
1265,implement,104,"['follow_through' 'put_through' 'enforce' 'implement' 'apply' 'carry_out'
 'go_through' 'follow_out' 'follow_up']",valid
1266,implicate,25,['entail' 'implicate'],valid
1267,implications,1,,invalid
1268,imply,26,['involve' 'imply' 'connote' 'inculpate' 'entail' 'incriminate' 'mean'],valid
1269,import,14,['spell' 'import'],valid
1270,importancerandomized,1,,invalid
1271,importancevaccine,1,,invalid
1272,important,8,,invalid
1273,impose,14,['inflict' 'enforce' 'impose' 'bring_down' 'visit' 'levy'],valid
1274,imprint,12,['form' 'impress' 'imprint'],valid
1275,improve,447,['amend' 'meliorate' 'ameliorate' 'improve' 'better'],valid
1276,impute,3,['ascribe' 'impute' 'attribute' 'assign'],valid
1277,inactivate,459,['deactivate' 'demobilize' 'inactivate' 'demobilise'],valid
1278,incarcerate,4,"['gaol' 'put_behind_bars' 'remand' 'put_away' 'jail' 'imprison' 'jug'
 'immure' 'lag' 'incarcerate']",valid
1279,incidence,1,,invalid
1280,incite,1,"['prompt' 'incite' 'set_off' 'move' 'propel' 'instigate' 'stir_up' 'prod'
 'motivate' 'egg_on' 'actuate']",valid
1281,include,3097,['let_in' 'include' 'admit'],valid
1282,incoming,1,,invalid
1283,incorporate,34,['comprise' 'incorporate' 'integrate' 'contain'],valid
1284,increase,2274,['increase'],valid
1285,incriminate,1,['impeach' 'imply' 'inculpate' 'criminate' 'incriminate' 'accuse'],valid
1286,incubate,10,['incubate' 'hatch' 'brood' 'cover'],valid
1287,incur,4,['incur' 'receive' 'obtain' 'find' 'get'],valid
1288,incyte,8,,invalid
1289,indeterminate,1,,invalid
1290,index,6,['index'],valid
1291,indicate,586,"['bespeak' 'signal' 'betoken' 'show' 'suggest' 'indicate' 'designate'
 'point' 'argue']",valid
1292,indication,2,,invalid
1293,indistinguishable,2,,invalid
1294,individiualized,1,,invalid
1295,indrawing,1,,invalid
1296,induce,1439,"['induce' 'have' 'induct' 'stimulate' 'hasten' 'cause' 'bring_on' 'get'
 'rush' 'make']",valid
1297,induction,1,,invalid
1298,indurate,1,['indurate' 'harden' 'inure'],valid
1299,industrialize,1,['industrialize' 'industrialise'],valid
1300,inexpensive,1,,invalid
1301,inf,1,,invalid
1302,infantsÃÂÂ,1,,invalid
1303,infect,1081,['taint' 'infect'],valid
1304,infectedrecovered,2,,invalid
1305,infections,1,,invalid
1306,infectionÃÂÂinduced,1,,invalid
1307,infectious,1,,invalid
1308,infer,8,"['deduce' 'extrapolate' 'deduct' 'guess' 'derive' 'generalise' 'infer'
 'generalize' 'understand']",valid
1309,infiltrate,11,['pass_through' 'infiltrate' 'penetrate'],valid
1310,inflame,3,"['inflame' 'fire_up' 'kindle' 'stir_up' 'conflagrate' 'enkindle' 'ignite'
 'heat' 'wake']",valid
1311,inflammaging,5,,invalid
1312,inflammasome,1,,invalid
1313,influence,98,"['determine' 'influence' 'shape' 'act_upon' 'mold' 'tempt' 'work'
 'regulate' 'charm']",valid
1314,influenza,3,,invalid
1315,influenzae,20,,invalid
1316,inform,159,['inform'],valid
1317,infrared,1,,invalid
1318,infuse,4,['infuse' 'impregnate' 'inculcate' 'instill' 'tincture' 'steep'],valid
1319,inhabit,2,['inhabit' 'dwell' 'populate' 'live'],valid
1320,inhale,7,['breathe_in' 'inspire' 'inhale'],valid
1321,inherit,4,['inherit'],valid
1322,inhibit,39,['inhibit' 'subdue' 'bottle_up' 'curb' 'stamp_down' 'conquer' 'suppress'],valid
1323,initialize,1,['initialize' 'initialise' 'format'],valid
1324,initiate,86,['broach' 'induct' 'originate' 'start' 'initiate' 'pioneer' 'lead_up'],valid
1325,inject,33,['interject' 'shoot' 'come_in' 'interpose' 'put_in' 'throw_in' 'inject'],valid
1326,injure,1,['spite' 'injure' 'wound' 'bruise' 'offend' 'hurt'],valid
1327,inlcuded,1,,invalid
1328,innate,71,,invalid
1329,innovate,1,['introduce' 'innovate'],valid
